word;strength;polarity;
2360;flaw;weaksubj;negative
2361;flaws;weaksubj;negative
2362;flawed;weaksubj;negative
2363;flawless;strongsubj;positive
2364;flawlessly;strongsubj;positive
2365;fleer;strongsubj;negative
2366;fleeting;weaksubj;negative
2367;flexible;strongsubj;positive
2368;flighty;strongsubj;negative
2369;flimflam;strongsubj;negative
2370;flimsy;weaksubj;negative
2371;flirt;strongsubj;negative
2372;flirty;strongsubj;negative
2373;floored;strongsubj;negative
2374;flounder;strongsubj;negative
2375;floundering;strongsubj;negative
2376;flourish;strongsubj;positive
2377;flourishing;strongsubj;positive
2378;flout;strongsubj;negative
2379;fluent;weaksubj;positive
2380;fluster;weaksubj;negative
2381;foe;strongsubj;negative
2382;fond;strongsubj;positive
2383;fondly;strongsubj;positive
2384;fondness;strongsubj;positive
2385;fool;strongsubj;negative
2386;foolhardy;strongsubj;negative
2387;foolish;strongsubj;negative
2388;foolishly;strongsubj;negative
2389;foolishness;strongsubj;negative
2390;foolproof;weaksubj;positive
2391;forbid;strongsubj;negative
2392;forbidden;strongsubj;negative
2393;forbidding;weaksubj;negative
2394;force;weaksubj;negative
2395;forceful;weaksubj;negative
2396;foreboding;strongsubj;negative
2397;forebodingly;strongsubj;negative
2398;foremost;strongsubj;positive
2399;foresight;strongsubj;positive
2400;forfeit;weaksubj;negative
2401;forgave;strongsubj;positive
2402;forged;weaksubj;negative
2403;forget;strongsubj;negative
2404;forgetful;strongsubj;negative
2405;forgetfully;strongsubj;negative
2406;forgetfulness;strongsubj;negative
2407;forgive;strongsubj;positive
2408;forgiven;strongsubj;positive
2409;forgiveness;strongsubj;positive
2410;forgiving;strongsubj;positive
2411;forgivingly;strongsubj;positive
2412;forlorn;strongsubj;negative
2413;forlornly;strongsubj;negative
2414;formidable;strongsubj;negative
2415;forsake;strongsubj;negative
2416;forsaken;strongsubj;negative
2417;forswear;strongsubj;negative
2418;fortitude;strongsubj;positive
2419;fortuitous;strongsubj;positive
2420;fortuitously;strongsubj;positive
2421;fortunate;weaksubj;positive
2422;fortunate;strongsubj;positive
2423;fortunately;strongsubj;positive
2424;fortune;strongsubj;positive
2425;foul;strongsubj;negative
2426;foul;weaksubj;negative
2427;foully;strongsubj;negative
2428;foulness;strongsubj;negative
2429;fractious;strongsubj;negative
2430;fractiously;strongsubj;negative
2431;fracture;weaksubj;negative
2432;fragile;weaksubj;negative
2433;fragmented;weaksubj;negative
2434;fragrant;strongsubj;positive
2435;frail;weaksubj;negative
2436;frank;strongsubj;positive
2437;frantic;strongsubj;negative
2438;frantically;strongsubj;negative
2439;franticly;strongsubj;negative
2440;fraternize;strongsubj;negative
2441;fraud;weaksubj;negative
2442;fraudulent;weaksubj;negative
2443;fraught;strongsubj;negative
2444;freak;strongsubj;negative
2445;freakish;strongsubj;negative
2446;freakishly;strongsubj;negative
2447;frazzle;strongsubj;negative
2448;frazzled;strongsubj;negative
2449;free;weaksubj;positive
2450;freedom;weaksubj;positive
2451;freedoms;weaksubj;positive
2452;frenetic;strongsubj;negative
2453;frenetically;strongsubj;negative
2454;frenzied;strongsubj;negative
2455;frenzy;strongsubj;negative
2456;fresh;weaksubj;positive
2457;fret;strongsubj;negative
2458;fretful;strongsubj;negative
2459;friction;strongsubj;negative
2460;frictions;strongsubj;negative
2461;friend;weaksubj;positive
2462;friendliness;strongsubj;positive
2463;friendly;strongsubj;positive
2464;friends;weaksubj;positive
2465;friendship;weaksubj;positive
2466;friggin;strongsubj;negative
2467;fright;strongsubj;negative
2468;frighten;strongsubj;negative
2469;frightening;strongsubj;negative
2470;frighteningly;strongsubj;negative
2471;frightful;strongsubj;negative
2472;frightfully;strongsubj;negative
2473;frigid;weaksubj;negative
2474;frivolous;strongsubj;negative
2475;frolic;strongsubj;positive
2476;frown;strongsubj;negative
2477;frozen;weaksubj;negative
2478;fruitful;weaksubj;positive
2479;fruitless;strongsubj;negative
2480;fruitlessly;strongsubj;negative
2481;fumble;weaksubj;negative
2482;fun;strongsubj;negative
2483;frustrate;strongsubj;negative
2484;frustrated;strongsubj;negative
2485;frustrating;strongsubj;negative
2486;frustratingly;strongsubj;negative
2487;frustration;strongsubj;negative
2488;fudge;strongsubj;negative
2489;fugitive;weaksubj;negative
2490;fulfillment;weaksubj;positive
2491;fullblown;weaksubj;negative
2492;fullfledged;weaksubj;positive
2493;fulminate;strongsubj;negative
2494;fume;strongsubj;negative
2495;fun;strongsubj;positive
2496;functional;weaksubj;positive
2497;fundamentalism;weaksubj;negative
2498;funny;strongsubj;positive
2499;furious;strongsubj;negative
2500;furiously;strongsubj;negative
2501;furor;strongsubj;negative
2502;fury;strongsubj;negative
2503;fuss;strongsubj;negative
2504;fustigate;strongsubj;negative
2505;fussy;strongsubj;negative
2506;fusty;strongsubj;negative
2507;futile;strongsubj;negative
2508;futilely;strongsubj;negative
2509;futility;strongsubj;negative
2510;fuzzy;weaksubj;negative
2511;gabble;strongsubj;negative
2512;gaff;strongsubj;negative
2513;gaffe;strongsubj;negative
2514;gaiety;strongsubj;positive
2515;gaily;strongsubj;positive
2516;gain;weaksubj;positive
2517;gainful;strongsubj;positive
2518;gainfully;strongsubj;positive
2519;gainsay;strongsubj;negative
2520;gainsayer;strongsubj;negative
2521;gaga;strongsubj;negative
2522;gaggle;strongsubj;negative
2523;gall;strongsubj;negative
2524;gallant;strongsubj;positive
2525;gallantly;strongsubj;positive
2526;galling;strongsubj;negative
2527;gallingly;strongsubj;negative
2528;galore;strongsubj;positive
2529;gamble;weaksubj;negative
2530;game;weaksubj;negative
2531;gape;strongsubj;negative
2532;garbage;weaksubj;negative
2533;garish;strongsubj;negative
2534;gasp;strongsubj;negative
2535;gauche;strongsubj;negative
2536;gaudy;strongsubj;negative
2537;gawk;strongsubj;negative
2538;gawky;strongsubj;negative
2539;geezer;strongsubj;negative
2540;gem;weaksubj;positive
2541;gems;weaksubj;positive
2542;generosity;strongsubj;positive
2543;generous;strongsubj;positive
2544;generously;strongsubj;positive
2545;genial;weaksubj;positive
2546;genius;strongsubj;positive
2547;genocide;strongsubj;negative
2548;gentle;weaksubj;positive
2549;genuine;weaksubj;positive
2550;germane;weaksubj;positive
2551;getrich;strongsubj;negative
2552;ghastly;strongsubj;negative
2553;ghetto;weaksubj;negative
2554;gibber;strongsubj;negative
2555;gibberish;strongsubj;negative
2556;gibe;strongsubj;negative
2557;giddy;strongsubj;positive
2558;gifted;strongsubj;positive
2559;glad;strongsubj;positive
2560;gladden;strongsubj;positive
2561;gladly;strongsubj;positive
2562;gladness;strongsubj;positive
2563;glamorous;strongsubj;positive
2564;glare;strongsubj;negative
2565;glaring;strongsubj;negative
2566;glaringly;strongsubj;negative
2567;glee;strongsubj;positive
2568;gleeful;strongsubj;positive
2569;gleefully;strongsubj;positive
2570;glib;strongsubj;negative
2571;glibly;strongsubj;negative
2572;glimmer;strongsubj;positive
2573;glimmering;strongsubj;positive
2574;glisten;strongsubj;positive
2575;glistening;strongsubj;positive
2576;glitch;weaksubj;negative
2577;glitter;strongsubj;positive
2578;gloat;strongsubj;both
2579;gloatingly;strongsubj;negative
2580;gloom;strongsubj;negative
2581;gloomy;strongsubj;negative
2582;glorify;strongsubj;positive
2583;glorious;strongsubj;positive
2584;gloriously;strongsubj;positive
2585;glory;strongsubj;positive
2586;gloss;strongsubj;negative
2587;glossy;strongsubj;positive
2588;glow;strongsubj;positive
2589;glower;strongsubj;negative
2590;glowing;strongsubj;positive
2591;glowingly;strongsubj;positive
2592;glum;strongsubj;negative
2593;glut;weaksubj;negative
2594;gnawing;weaksubj;negative
2595;goahead;weaksubj;positive
2596;goad;strongsubj;negative
2597;goading;strongsubj;negative
2598;godawful;strongsubj;negative
2599;godgiven;strongsubj;positive
2600;goddam;strongsubj;negative
2601;goddamn;strongsubj;negative
2602;godlike;strongsubj;positive
2603;gold;weaksubj;positive
2604;golden;weaksubj;positive
2605;good;weaksubj;positive
2606;goodly;weaksubj;positive
2607;goodness;strongsubj;positive
2608;goodwill;strongsubj;positive
2609;goof;strongsubj;negative
2610;gorgeous;strongsubj;positive
2611;gorgeously;strongsubj;positive
2612;gossip;strongsubj;negative
2613;grace;strongsubj;positive
2614;graceful;strongsubj;positive
2615;gracefully;strongsubj;positive
2616;graceless;strongsubj;negative
2617;gracelessly;strongsubj;negative
2618;gracious;strongsubj;positive
2619;graciously;strongsubj;positive
2620;graciousness;strongsubj;positive
2621;graft;weaksubj;negative
2622;grail;weaksubj;positive
2623;grand;weaksubj;positive
2624;grandeur;strongsubj;positive
2625;grandiose;strongsubj;negative
2626;grapple;weaksubj;negative
2627;grate;strongsubj;negative
2628;grateful;strongsubj;positive
2629;gratefully;strongsubj;positive
2630;gratification;strongsubj;positive
2631;gratify;strongsubj;positive
2632;gratifying;strongsubj;positive
2633;gratifyingly;strongsubj;positive
2634;grating;strongsubj;negative
2635;gratitude;strongsubj;positive
2636;gratuitous;strongsubj;negative
2637;gratuitously;strongsubj;negative
2638;grave;strongsubj;negative
2639;gravely;strongsubj;negative
2640;great;strongsubj;positive
2641;greatest;strongsubj;positive
2642;greatness;strongsubj;positive
2643;greed;strongsubj;negative
2644;greedy;strongsubj;negative
2645;greet;strongsubj;positive
2646;grief;strongsubj;negative
2647;grievance;strongsubj;negative
2648;grievances;strongsubj;negative
2649;grieve;strongsubj;negative
2650;grieving;strongsubj;negative
2651;grievous;strongsubj;negative
2652;grievously;strongsubj;negative
2653;grill;weaksubj;negative
2654;grim;strongsubj;negative
2655;grimace;strongsubj;negative
2656;grin;strongsubj;positive
2657;grind;strongsubj;negative
2658;gripe;strongsubj;negative
2659;grisly;strongsubj;negative
2660;grit;strongsubj;positive
2661;gritty;weaksubj;negative
2662;groove;weaksubj;positive
2663;gross;weaksubj;negative
2664;grossly;strongsubj;negative
2665;grotesque;strongsubj;negative
2666;grouch;strongsubj;negative
2667;grouchy;strongsubj;negative
2668;groundbreaking;strongsubj;positive
2669;groundless;strongsubj;negative
2670;grouse;strongsubj;negative
2671;growl;strongsubj;negative
2672;grudge;strongsubj;negative
2673;grudges;strongsubj;negative
2674;grudging;strongsubj;negative
2675;grudgingly;strongsubj;negative
2676;gruesome;strongsubj;negative
2677;gruesomely;strongsubj;negative
2678;gruff;strongsubj;negative
2679;grumble;strongsubj;negative
2680;guarantee;weaksubj;positive
2681;guardian;weaksubj;positive
2682;guidance;weaksubj;positive
2683;guile;strongsubj;negative
2684;guilt;strongsubj;negative
2685;guiltless;strongsubj;positive
2686;guilty;weaksubj;negative
2687;guiltily;strongsubj;negative
2688;gullible;strongsubj;negative
2689;gush;weaksubj;positive
2690;gumption;strongsubj;positive
2691;gusto;strongsubj;positive
2692;gutsy;strongsubj;positive
2693;haggard;strongsubj;negative
2694;haggle;strongsubj;negative
2695;hail;strongsubj;positive
2696;halcyon;strongsubj;positive
2697;hale;strongsubj;positive
2698;halfhearted;strongsubj;negative
2699;halfheartedly;strongsubj;negative
2700;hallowed;strongsubj;positive
2701;hallucinate;strongsubj;negative
2702;hallucination;strongsubj;negative
2703;hamper;strongsubj;negative
2704;hamstring;strongsubj;negative
2705;hamstrung;strongsubj;negative
2706;handicapped;weaksubj;negative
2707;handily;strongsubj;positive
2708;handsome;strongsubj;positive
2709;handy;strongsubj;positive
2710;hanker;strongsubj;positive
2711;hapless;strongsubj;negative
2712;haphazard;weaksubj;negative
2713;happily;strongsubj;positive
2714;happiness;strongsubj;positive
2715;happy;strongsubj;positive
2716;harangue;strongsubj;negative
2717;harass;weaksubj;negative
2718;harassment;strongsubj;negative
2719;harboring;weaksubj;negative
2720;harbors;weaksubj;negative
2721;hard;weaksubj;negative
2722;hardhit;weaksubj;negative
2723;hardline;strongsubj;negative
2724;hardliner;strongsubj;negative
2725;hardworking;weaksubj;positive
2726;hardball;strongsubj;negative
2727;harden;weaksubj;negative
2728;hardened;weaksubj;negative
2729;hardheaded;strongsubj;negative
2730;hardhearted;strongsubj;negative
2731;hardier;strongsubj;positive
2732;hardliner;weaksubj;negative
2733;hardliners;weaksubj;negative
2734;hardly;strongsubj;negative
2735;hardship;strongsubj;negative
2736;hardships;strongsubj;negative
2737;hardy;weaksubj;positive
2738;harm;strongsubj;negative
2739;harmful;strongsubj;negative
2740;harmless;strongsubj;positive
2741;harmonious;strongsubj;positive
2742;harmoniously;strongsubj;positive
2743;harmonize;strongsubj;positive
2744;harmony;strongsubj;positive
2745;harms;strongsubj;negative
2746;harpy;strongsubj;negative
2747;harridan;strongsubj;negative
2748;harried;strongsubj;negative
2749;harrow;strongsubj;negative
2750;harsh;strongsubj;negative
2751;harshly;strongsubj;negative
2752;hassle;strongsubj;negative
2753;haste;strongsubj;negative
2754;hasty;strongsubj;negative
2755;hasty;weaksubj;negative
2756;hate;strongsubj;negative
2757;hater;strongsubj;negative
2758;hateful;strongsubj;negative
2759;hatefully;strongsubj;negative
2760;hatefulness;strongsubj;negative
2761;haughtily;strongsubj;negative
2762;haughty;strongsubj;negative
2763;hatred;strongsubj;negative
2764;haunt;weaksubj;negative
2765;haunting;strongsubj;negative
2766;haven;strongsubj;positive
2767;havoc;strongsubj;negative
2768;hawkish;strongsubj;negative
2769;hazard;weaksubj;negative
2770;hazardous;weaksubj;negative
2771;hazy;weaksubj;negative
2772;headache;weaksubj;negative
2773;headaches;weaksubj;negative
2774;headway;weaksubj;positive
2775;heady;strongsubj;positive
2776;heal;weaksubj;positive
2777;healthful;strongsubj;positive
2778;healthy;weaksubj;positive
2779;heart;weaksubj;positive
2780;heartbreak;strongsubj;negative
2781;heartbreaker;strongsubj;negative
2782;heartbreaking;strongsubj;negative
2783;heartbreakingly;strongsubj;negative
2784;hearten;strongsubj;positive
2785;heartening;strongsubj;positive
2786;heartfelt;strongsubj;positive
2787;heartily;strongsubj;positive
2788;heartless;strongsubj;negative
2789;heartrending;strongsubj;negative
2790;heartwarming;strongsubj;positive
2791;heathen;strongsubj;negative
2792;heaven;weaksubj;positive
2793;heavenly;strongsubj;positive
2794;heavily;strongsubj;negative
2795;heavyhanded;strongsubj;negative
2796;heavyhearted;strongsubj;negative
2797;heck;strongsubj;negative
2798;heckle;strongsubj;negative
2799;hectic;weaksubj;negative
2800;hedge;strongsubj;negative
2801;hedonistic;strongsubj;negative
2802;heedless;strongsubj;negative
2803;hegemonism;weaksubj;negative
2804;hegemonistic;strongsubj;negative
2805;hegemony;strongsubj;negative
2806;hegemony;weaksubj;negative
2807;heinous;strongsubj;negative
2808;hell;strongsubj;negative
2809;hellbent;strongsubj;negative
2810;hellion;strongsubj;negative
2811;help;weaksubj;positive
2812;helpful;weaksubj;positive
2813;helpless;weaksubj;negative
2814;helplessly;weaksubj;negative
2815;helplessness;weaksubj;negative
2816;herald;strongsubj;positive
2817;heresy;strongsubj;negative
2818;heretic;strongsubj;negative
2819;heretical;strongsubj;negative
2820;hero;strongsubj;positive
2821;heroic;strongsubj;positive
2822;heroically;strongsubj;positive
2823;heroine;strongsubj;positive
2824;heroize;strongsubj;positive
2825;heros;strongsubj;positive
2826;hesitant;strongsubj;negative
2827;hideous;strongsubj;negative
2828;hideously;strongsubj;negative
2829;hideousness;strongsubj;negative
2830;highquality;weaksubj;positive
2831;highlight;strongsubj;positive
2832;hilarious;strongsubj;positive
2833;hilariously;strongsubj;positive
2834;hilariousness;strongsubj;positive
2835;hilarity;strongsubj;positive
2836;hinder;strongsubj;negative
2837;hindrance;strongsubj;negative
2838;historic;weaksubj;positive
2839;hoard;strongsubj;negative
2840;hoax;strongsubj;negative
2841;hobble;weaksubj;negative
2842;hole;weaksubj;negative
2843;hollow;strongsubj;negative
2844;holy;weaksubj;positive
2845;homage;strongsubj;positive
2846;honest;strongsubj;positive
2847;honest;weaksubj;positive
